id,name,category,price
PROD_00050,Product Office 927,Electronics,3357.27
PROD_00051,Product On 719,Pharma,3869.52
PROD_00052,Product Political 119,Textiles,3828.57
PROD_00053,Product Back 507,Aerospace,624.36
PROD_00054,Product Prepare 728,Energy,282.75
PROD_00055,Product As 744,Energy,2368.91
PROD_00056,Product Ago 654,Energy,2187.18
PROD_00057,Product Soon 856,Energy,3507.59
PROD_00058,Product Theory 331,Electronics,615.96
PROD_00059,Product Technology 611,Electronics,4884.73
PROD_00060,Product Some 779,Energy,2350.39
PROD_00061,Product Allow 858,Electronics,1734.12
PROD_00062,Product Window 367,Aerospace,2964.3
PROD_00063,Product Ago 797,Electronics,2169.13
PROD_00064,Product Concern 597,Electronics,2175.67
PROD_00065,Product Enough 428,Textiles,2413.4
PROD_00066,Product Cost 791,Energy,2677.22
PROD_00067,Product Age 540,Textiles,2512.08
PROD_00068,Product White 950,Energy,2721.31
PROD_00069,Product Street 221,Aerospace,2184.76
PROD_00070,Product Away 282,Electronics,1086.4
PROD_00071,Product Suggest 670,Pharma,815.17
PROD_00072,Product Cause 628,Pharma,2393.73
PROD_00073,Product Listen 406,Electronics,423.34
PROD_00074,Product Maintain 981,Pharma,4744.76
PROD_00075,Product How 395,Aerospace,508.6
PROD_00076,Product Strong 476,Electronics,2054.93
PROD_00077,Product Ahead 903,Energy,2832.04
PROD_00078,Product Improve 191,Electronics,2761.76
PROD_00079,Product Information 756,Electronics,494.35
PROD_00080,Product Up 794,Textiles,4922.46
PROD_00081,Product Cell 647,Textiles,1078.56
PROD_00082,Product Hour 623,Electronics,2841.53
PROD_00083,Product Relationship 428,Electronics,3518.66
PROD_00084,Product Pass 729,Textiles,4335.45
PROD_00085,Product Hospital 563,Pharma,2344.32
PROD_00086,Product Song 202,Aerospace,4765.37
PROD_00087,Product Market 685,Pharma,1523.08
PROD_00088,Product Off 243,Automotive,559.91
PROD_00089,Product Marriage 900,Automotive,3827.72
PROD_00090,Product Find 394,Automotive,3463.17
PROD_00091,Product Fire 673,Automotive,3103.86
PROD_00092,Product Bring 897,Aerospace,1974.87
PROD_00093,Product Bill 733,Pharma,2363.27
PROD_00094,Product Carry 325,Aerospace,3207.84
PROD_00095,Product Sign 938,Pharma,2373.51
PROD_00096,Product Most 146,Electronics,2169.91
PROD_00097,Product Foreign 399,Pharma,422.05
PROD_00098,Product More 249,Automotive,3688.45
PROD_00099,Product Few 745,Electronics,953.32
PROD_00100,Product Contain 631,Textiles,4061.91
PROD_00101,Product Better 648,Energy,3416.8
PROD_00102,Product Member 293,Electronics,1094.72
PROD_00103,Product Simple 218,Pharma,3679.33
PROD_00104,Product Continue 501,Electronics,1447.26
PROD_00105,Product Strategy 687,Textiles,4384.58
PROD_00106,Product Mention 997,Automotive,3713.67
PROD_00107,Product Environment 532,Automotive,4531.21
PROD_00108,Product Specific 264,Automotive,1812.76
PROD_00109,Product We 681,Aerospace,1849.06
PROD_00110,Product Program 552,Textiles,923.94
PROD_00111,Product Church 977,Electronics,3648.91
PROD_00112,Product Bank 662,Pharma,1076.47
PROD_00113,Product Security 832,Textiles,734.14
PROD_00114,Product Pretty 921,Automotive,4006.97
PROD_00115,Product Establish 141,Textiles,2044.81
PROD_00116,Product Around 477,Pharma,4414.78
PROD_00117,Product Receive 763,Electronics,1882.7
PROD_00118,Product Site 691,Textiles,1148.07
PROD_00119,Product Various 116,Automotive,2338.39
PROD_00120,Product Field 782,Automotive,2415.95
PROD_00121,Product Trade 361,Pharma,4915.44
PROD_00122,Product Material 945,Aerospace,4501.03
PROD_00123,Product Onto 618,Aerospace,2630.88
PROD_00124,Product Shake 104,Aerospace,2063.27
PROD_00125,Product Order 940,Automotive,2861.97
PROD_00126,Product Time 628,Electronics,4291.03
PROD_00127,Product Remain 152,Pharma,4721.43
PROD_00128,Product Before 805,Textiles,2491.76
PROD_00129,Product Degree 697,Pharma,764.57
PROD_00130,Product Lay 837,Energy,3847.78
PROD_00131,Product Media 698,Electronics,2202.26
PROD_00132,Product Bring 991,Automotive,2314.71
PROD_00133,Product Leave 730,Energy,3924.76
PROD_00134,Product Available 129,Electronics,1420.06
PROD_00135,Product Professor 558,Automotive,107.52
PROD_00136,Product Key 809,Aerospace,2700.17
PROD_00137,Product Network 650,Energy,3581.03
PROD_00138,Product Financial 318,Energy,2269.21
PROD_00139,Product Song 985,Textiles,113.25
PROD_00140,Product Per 674,Textiles,2432.85
PROD_00141,Product Relate 982,Electronics,1648.43
PROD_00142,Product Time 272,Aerospace,1570.82
PROD_00143,Product Most 277,Pharma,1489.85
PROD_00144,Product Production 189,Electronics,4624.99
PROD_00145,Product So 229,Energy,2910.23
PROD_00146,Product Wear 930,Automotive,563.74
PROD_00147,Product Our 319,Textiles,2411.58
PROD_00148,Product Place 973,Pharma,4102.58
PROD_00149,Product Question 136,Energy,1003.48
PROD_00150,Product Bag 847,Pharma,4132.49
PROD_00151,Product Property 782,Aerospace,1391.22
PROD_00152,Product Claim 608,Electronics,3987.75
PROD_00153,Product If 627,Automotive,628.52
PROD_00154,Product Turn 983,Energy,4284.63
PROD_00155,Product Eat 658,Electronics,1262.17
PROD_00156,Product Road 385,Automotive,243.75
PROD_00157,Product Nice 567,Electronics,1578.66
PROD_00158,Product Rise 654,Energy,3246.69
PROD_00159,Product Task 142,Pharma,3758.97
PROD_00160,Product Card 414,Pharma,222.06
PROD_00161,Product Live 984,Energy,746.9
PROD_00162,Product Until 605,Aerospace,1854.84
PROD_00163,Product Phone 713,Energy,4065.52
PROD_00164,Product Foot 506,Energy,1906.96
PROD_00165,Product Before 667,Electronics,3015.08
PROD_00166,Product Follow 605,Pharma,2580.68
PROD_00167,Product Hard 796,Aerospace,3969.02
PROD_00168,Product Quite 526,Aerospace,2252.78
PROD_00169,Product Whole 659,Automotive,936.55
PROD_00170,Product Strategy 275,Energy,2053.11
PROD_00171,Product Guy 360,Automotive,4101.66
PROD_00172,Product About 108,Pharma,2097.06
PROD_00173,Product Performance 572,Electronics,4665.16
PROD_00174,Product Make 963,Aerospace,3531.93
PROD_00175,Product Edge 597,Pharma,779.6
PROD_00176,Product Tv 470,Energy,2769.76
PROD_00177,Product Southern 920,Pharma,4581.45
PROD_00178,Product Development 517,Textiles,3988.86
PROD_00179,Product Deal 253,Pharma,1790.29
PROD_00180,Product Wait 185,Electronics,2221.51
PROD_00181,Product Any 138,Electronics,869.15
PROD_00182,Product Player 752,Pharma,3548.89
PROD_00183,Product Win 217,Energy,614.94
PROD_00184,Product Near 807,Textiles,358.62
PROD_00185,Product Me 506,Automotive,3726.73
PROD_00186,Product Any 123,Energy,4695.06
PROD_00187,Product Doctor 509,Energy,3281.63
PROD_00188,Product Top 837,Automotive,2102.65
PROD_00189,Product Will 285,Electronics,1945.58
PROD_00190,Product My 377,Textiles,984.96
PROD_00191,Product Color 119,Automotive,331.07
PROD_00192,Product Sea 299,Electronics,3940.27
PROD_00193,Product Eye 169,Electronics,4598.1
PROD_00194,Product Thought 233,Pharma,1358.64
PROD_00195,Product Conference 286,Energy,1850.76
PROD_00196,Product Whether 404,Electronics,3355.61
PROD_00197,Product Person 916,Textiles,4306.74
PROD_00198,Product Office 818,Textiles,1498.41
PROD_00199,Product Here 686,Textiles,3750.93
PROD_00200,Product So 824,Textiles,947.14
PROD_00201,Product Clearly 383,Textiles,4546.47
PROD_00202,Product Model 240,Textiles,3407.25
PROD_00203,Product Artist 169,Energy,4321.11
PROD_00204,Product Final 683,Textiles,281.7
PROD_00205,Product Possible 148,Pharma,1409.37
PROD_00206,Product Like 245,Electronics,1132.79
PROD_00207,Product Product 388,Pharma,3684.32
PROD_00208,Product Reduce 586,Electronics,2926.15
PROD_00209,Product During 178,Aerospace,2238.07
PROD_00210,Product Fall 588,Automotive,1479.7
PROD_00211,Product Follow 251,Aerospace,462.75
PROD_00212,Product Where 248,Electronics,586.38
PROD_00213,Product Follow 125,Textiles,3314.96
PROD_00214,Product Yet 891,Electronics,4330.93
PROD_00215,Product The 547,Aerospace,1964.04
PROD_00216,Product In 419,Energy,746.18
PROD_00217,Product Until 707,Electronics,2523.61
PROD_00218,Product Determine 296,Energy,4080.78
PROD_00219,Product Sure 969,Energy,1530.7
PROD_00220,Product Reason 573,Electronics,4267.66
PROD_00221,Product Financial 325,Aerospace,1398.49
PROD_00222,Product Identify 404,Textiles,378.11
PROD_00223,Product Every 783,Pharma,3360.85
PROD_00224,Product Medical 682,Automotive,728.19
PROD_00225,Product Even 230,Pharma,3506.59
PROD_00226,Product Outside 917,Electronics,2163.7
PROD_00227,Product Lead 397,Electronics,3989.0
PROD_00228,Product Today 386,Energy,4537.91
PROD_00229,Product Ground 822,Energy,1864.24
PROD_00230,Product Out 266,Pharma,674.29
PROD_00231,Product Campaign 327,Aerospace,1476.13
PROD_00232,Product Enjoy 952,Aerospace,3598.93
PROD_00233,Product Billion 472,Textiles,1607.95
PROD_00234,Product Because 504,Automotive,3057.23
PROD_00235,Product Address 181,Energy,305.95
PROD_00236,Product Avoid 192,Automotive,3687.3
PROD_00237,Product Star 145,Textiles,1116.01
PROD_00238,Product Hotel 462,Textiles,1847.79
PROD_00239,Product Care 692,Energy,3590.92
PROD_00240,Product Third 734,Pharma,3028.33
PROD_00241,Product Company 423,Textiles,2356.85
PROD_00242,Product Serve 528,Pharma,1955.56
PROD_00243,Product Back 532,Textiles,1947.94
PROD_00244,Product Treat 551,Pharma,4824.65
PROD_00245,Product Process 831,Electronics,1176.73
PROD_00246,Product Nice 819,Energy,605.63
PROD_00247,Product Better 698,Aerospace,4780.57
PROD_00248,Product Have 112,Automotive,913.55
PROD_00249,Product Use 897,Automotive,890.89
PROD_00250,Product Someone 533,Aerospace,1353.68
PROD_00251,Product Pattern 461,Automotive,3538.53
PROD_00252,Product Hear 993,Aerospace,1490.1
PROD_00253,Product Writer 393,Aerospace,3209.99
PROD_00254,Product Now 222,Pharma,2055.63
PROD_00255,Product No 113,Electronics,1491.87
PROD_00256,Product Away 626,Automotive,1645.4
PROD_00257,Product Common 735,Electronics,4199.54
PROD_00258,Product Deal 442,Energy,591.19
PROD_00259,Product Large 732,Energy,1040.32
PROD_00260,Product Subject 474,Electronics,3841.67
PROD_00261,Product Should 509,Energy,380.83
PROD_00262,Product Option 709,Aerospace,519.47
PROD_00263,Product New 332,Textiles,2122.42
PROD_00264,Product Its 309,Energy,2340.69
PROD_00265,Product If 869,Electronics,278.2
PROD_00266,Product Alone 569,Energy,1161.5
PROD_00267,Product Movie 361,Electronics,183.43
PROD_00268,Product Realize 150,Textiles,1853.83
PROD_00269,Product Old 704,Pharma,388.68
PROD_00270,Product Consumer 316,Pharma,1434.69
PROD_00271,Product Each 481,Electronics,1126.47
PROD_00272,Product Choose 540,Pharma,283.1
PROD_00273,Product Economic 842,Aerospace,3077.31
PROD_00274,Product Wrong 405,Automotive,4846.42
PROD_00275,Product Hot 252,Aerospace,4108.26
PROD_00276,Product Blood 781,Aerospace,2848.6
PROD_00277,Product Away 699,Pharma,112.64
PROD_00278,Product Employee 295,Electronics,810.04
PROD_00279,Product Realize 875,Aerospace,4198.21
PROD_00280,Product Pay 468,Pharma,4561.09
PROD_00281,Product Get 465,Energy,3109.66
PROD_00282,Product See 858,Pharma,2895.52
PROD_00283,Product Company 277,Pharma,443.53
PROD_00284,Product Consider 811,Textiles,644.93
PROD_00285,Product Future 500,Pharma,1681.0
PROD_00286,Product Service 920,Automotive,1957.48
PROD_00287,Product Everything 147,Electronics,2774.83
PROD_00288,Product Parent 211,Aerospace,2404.94
PROD_00289,Product Rest 100,Automotive,736.19
PROD_00290,Product Stuff 145,Aerospace,1319.47
PROD_00291,Product Few 810,Pharma,1085.36
PROD_00292,Product High 304,Textiles,446.93
PROD_00293,Product Listen 393,Pharma,4879.17
PROD_00294,Product After 812,Aerospace,3149.4
PROD_00295,Product Determine 581,Energy,864.7
PROD_00296,Product Base 172,Aerospace,2150.26
PROD_00297,Product Manager 175,Pharma,4188.37
PROD_00298,Product Interest 658,Electronics,4386.05
PROD_00299,Product Offer 201,Pharma,4497.79
PROD_00300,Product Reason 518,Energy,2543.38
PROD_00301,Product Board 282,Textiles,665.98
PROD_00302,Product Arrive 605,Automotive,2443.25
PROD_00303,Product Tell 277,Electronics,1936.96
PROD_00304,Product These 658,Pharma,1815.47
PROD_00305,Product Ten 985,Automotive,1876.36
PROD_00306,Product Before 742,Energy,3034.34
PROD_00307,Product Something 572,Automotive,531.23
PROD_00308,Product Ready 780,Electronics,843.91
PROD_00309,Product Difficult 307,Electronics,4854.26
PROD_00310,Product Then 979,Automotive,1620.51
PROD_00311,Product Cold 361,Aerospace,3365.2
PROD_00312,Product Fall 488,Aerospace,2002.3
PROD_00313,Product Many 948,Energy,645.17
PROD_00314,Product Arm 306,Aerospace,4046.71
PROD_00315,Product Time 282,Electronics,1739.61
PROD_00316,Product Medical 706,Pharma,4776.35
PROD_00317,Product Cup 364,Electronics,3839.0
PROD_00318,Product Art 102,Electronics,4213.95
PROD_00319,Product Much 398,Textiles,3666.4
PROD_00320,Product Bit 812,Automotive,145.83
PROD_00321,Product Final 835,Energy,1448.6
PROD_00322,Product Bar 671,Pharma,1363.16
PROD_00323,Product Fall 562,Pharma,1177.34
PROD_00324,Product Couple 304,Textiles,4546.86
PROD_00325,Product Dog 128,Textiles,1551.52
PROD_00326,Product Leg 211,Automotive,4266.57
PROD_00327,Product Help 293,Pharma,1254.27
PROD_00328,Product Left 810,Automotive,4765.63
PROD_00329,Product Fact 736,Pharma,408.75
PROD_00330,Product Section 553,Pharma,644.17
PROD_00331,Product Gun 130,Aerospace,115.75
PROD_00332,Product Response 779,Pharma,1993.96
PROD_00333,Product Eye 648,Automotive,1746.91
PROD_00334,Product Then 435,Pharma,2602.23
PROD_00335,Product Son 344,Energy,2186.37
PROD_00336,Product House 863,Textiles,532.28
PROD_00337,Product Treat 303,Aerospace,1767.79
PROD_00338,Product Rate 633,Textiles,3087.91
PROD_00339,Product Can 446,Electronics,2448.53
PROD_00340,Product Wrong 310,Electronics,3541.97
PROD_00341,Product Letter 710,Electronics,2458.06
PROD_00342,Product Song 230,Energy,1325.62
PROD_00343,Product Your 799,Aerospace,2691.33
PROD_00344,Product Each 495,Automotive,1995.09
PROD_00345,Product Sometimes 513,Textiles,1049.5
PROD_00346,Product Put 318,Energy,3727.96
PROD_00347,Product Daughter 866,Automotive,3480.26
PROD_00348,Product Accept 506,Automotive,1100.86
PROD_00349,Product Audience 691,Textiles,1736.73
PROD_00350,Product Investment 601,Electronics,677.89
PROD_00351,Product Ground 181,Automotive,509.19
PROD_00352,Product Save 301,Aerospace,1857.08
PROD_00353,Product Everybody 944,Aerospace,1034.96
PROD_00354,Product Thought 732,Automotive,2893.17
PROD_00355,Product Movement 265,Textiles,4929.66
PROD_00356,Product Lose 624,Aerospace,3883.94
PROD_00357,Product Including 913,Energy,4445.74
PROD_00358,Product Home 223,Pharma,4433.1
PROD_00359,Product List 476,Aerospace,3162.11
PROD_00360,Product Nice 927,Textiles,167.32
PROD_00361,Product Believe 155,Automotive,2820.79
PROD_00362,Product They 575,Pharma,1594.64
PROD_00363,Product Hot 575,Electronics,1984.54
PROD_00364,Product Since 655,Electronics,1107.62
PROD_00365,Product Order 445,Textiles,2660.34
PROD_00366,Product Back 262,Energy,4248.6
PROD_00367,Product Kitchen 913,Automotive,1413.88
PROD_00368,Product Include 863,Pharma,4655.26
PROD_00369,Product Work 337,Pharma,3895.5
PROD_00370,Product Walk 515,Energy,2633.5
PROD_00371,Product Station 320,Energy,1314.12
PROD_00372,Product Head 918,Automotive,3365.42
PROD_00373,Product Government 935,Energy,2007.95
PROD_00374,Product Provide 501,Aerospace,810.35
PROD_00375,Product Remember 532,Automotive,2759.68
PROD_00376,Product Without 251,Automotive,3138.91
PROD_00377,Product Better 713,Automotive,2967.83
PROD_00378,Product Street 581,Aerospace,3750.67
PROD_00379,Product Leg 803,Aerospace,2406.64
PROD_00380,Product Check 463,Pharma,4042.94
PROD_00381,Product Stay 529,Aerospace,3431.38
PROD_00382,Product Open 925,Electronics,4313.75
PROD_00383,Product Impact 779,Electronics,3280.27
PROD_00384,Product Enough 959,Energy,2115.81
PROD_00385,Product Class 945,Textiles,1866.91
PROD_00386,Product Ball 287,Textiles,3027.43
PROD_00387,Product Special 711,Pharma,4638.04
PROD_00388,Product Direction 216,Aerospace,965.25
PROD_00389,Product Leader 756,Textiles,1544.71
PROD_00390,Product Argue 391,Energy,4187.63
PROD_00391,Product Vote 233,Textiles,2527.8
PROD_00392,Product Build 679,Aerospace,3662.22
PROD_00393,Product Media 718,Electronics,4763.3
PROD_00394,Product Trouble 224,Energy,3770.24
PROD_00395,Product Better 369,Electronics,4159.91
PROD_00396,Product Fly 332,Textiles,1557.73
PROD_00397,Product Writer 795,Textiles,2406.56
PROD_00398,Product Member 692,Electronics,684.88
PROD_00399,Product Which 614,Pharma,4327.93
PROD_00400,Product Thought 144,Aerospace,3889.73
PROD_00401,Product Collection 916,Pharma,2291.19
PROD_00402,Product Up 813,Electronics,2827.3
PROD_00403,Product Consumer 303,Electronics,3450.84
PROD_00404,Product Team 904,Textiles,640.3
PROD_00405,Product Republican 764,Automotive,1829.12
PROD_00406,Product Car 976,Energy,754.36
PROD_00407,Product Policy 778,Energy,1366.3
PROD_00408,Product Stuff 368,Aerospace,935.98
PROD_00409,Product Rock 552,Electronics,3231.72
PROD_00410,Product Successful 619,Electronics,1396.7
PROD_00411,Product Federal 433,Energy,4682.25
PROD_00412,Product Give 279,Energy,4348.51
PROD_00413,Product Deep 722,Energy,1925.61
PROD_00414,Product Young 265,Electronics,3216.36
PROD_00415,Product Bit 790,Textiles,4522.92
PROD_00416,Product Organization 869,Aerospace,4567.3
PROD_00417,Product Into 930,Textiles,4655.67
PROD_00418,Product Seat 533,Aerospace,3744.02
PROD_00419,Product Sure 500,Pharma,708.27
PROD_00420,Product Free 615,Automotive,3939.43
PROD_00421,Product Beat 580,Electronics,1585.01
PROD_00422,Product If 143,Aerospace,903.78
PROD_00423,Product Father 984,Textiles,3841.96
PROD_00424,Product Structure 771,Aerospace,899.11
PROD_00425,Product Fill 123,Textiles,3951.98
PROD_00426,Product Unit 289,Electronics,3690.34
PROD_00427,Product The 240,Electronics,4646.23
PROD_00428,Product Billion 324,Pharma,2620.47
PROD_00429,Product Officer 899,Automotive,4869.29
PROD_00430,Product Recently 731,Aerospace,3326.48
PROD_00431,Product Administration 734,Aerospace,1722.14
PROD_00432,Product Station 737,Aerospace,4797.61
PROD_00433,Product Goal 749,Automotive,3540.53
PROD_00434,Product Executive 483,Automotive,1396.71
PROD_00435,Product Total 474,Pharma,2581.48
PROD_00436,Product Action 577,Automotive,1241.53
PROD_00437,Product Ahead 883,Pharma,3017.23
PROD_00438,Product Natural 909,Energy,4939.94
PROD_00439,Product Garden 739,Energy,4035.72
PROD_00440,Product She 421,Pharma,867.15
PROD_00441,Product Down 273,Energy,863.71
PROD_00442,Product National 549,Textiles,3954.87
PROD_00443,Product Simply 286,Pharma,3190.42
PROD_00444,Product System 912,Energy,1489.02
PROD_00445,Product Summer 673,Pharma,4574.97
PROD_00446,Product Add 962,Pharma,766.66
PROD_00447,Product Red 961,Electronics,1674.87
PROD_00448,Product Record 846,Energy,3653.02
PROD_00449,Product Point 563,Automotive,4216.62
PROD_00450,Product Explain 989,Energy,642.12
PROD_00451,Product Specific 714,Energy,3318.56
PROD_00452,Product Collection 799,Energy,2070.45
PROD_00453,Product After 344,Automotive,3294.55
PROD_00454,Product Statement 792,Aerospace,1254.94
PROD_00455,Product Type 129,Aerospace,2199.44
PROD_00456,Product Man 320,Automotive,1109.89
PROD_00457,Product Sort 103,Aerospace,463.95
PROD_00458,Product Power 187,Energy,4877.88
PROD_00459,Product Information 852,Pharma,4835.04
PROD_00460,Product Room 464,Textiles,3995.03
PROD_00461,Product Both 293,Automotive,3017.52
PROD_00462,Product Safe 483,Aerospace,4168.94
PROD_00463,Product Positive 502,Textiles,718.68
PROD_00464,Product Perhaps 996,Pharma,3484.55
PROD_00465,Product Always 750,Textiles,1422.75
PROD_00466,Product Traditional 670,Aerospace,1944.54
PROD_00467,Product Professional 608,Pharma,4101.23
PROD_00468,Product Power 152,Automotive,3250.45
PROD_00469,Product Major 317,Textiles,2026.55
PROD_00470,Product Perhaps 979,Energy,2194.57
PROD_00471,Product Number 822,Electronics,724.62
PROD_00472,Product Student 741,Energy,2329.46
PROD_00473,Product Perhaps 219,Aerospace,2336.26
PROD_00474,Product Last 614,Pharma,4548.54
PROD_00475,Product Girl 120,Pharma,1209.26
PROD_00476,Product Single 883,Electronics,2704.0
PROD_00477,Product Parent 664,Textiles,1726.8
PROD_00478,Product Safe 433,Automotive,1013.31
PROD_00479,Product Base 626,Aerospace,2398.48
PROD_00480,Product Draw 851,Electronics,2285.98
PROD_00481,Product Blood 573,Pharma,4444.51
PROD_00482,Product Book 159,Electronics,1304.94
PROD_00483,Product Only 401,Electronics,100.26
PROD_00484,Product Usually 482,Energy,4717.28
PROD_00485,Product Money 670,Automotive,4040.73
PROD_00486,Product Age 561,Electronics,4217.99
PROD_00487,Product Throughout 481,Electronics,2436.26
PROD_00488,Product Record 703,Energy,1419.27
PROD_00489,Product Wind 867,Aerospace,2872.2
PROD_00490,Product Necessary 364,Pharma,173.96
PROD_00491,Product Machine 120,Energy,2436.03
PROD_00492,Product Natural 537,Pharma,4748.1
PROD_00493,Product Sit 364,Electronics,4029.05
PROD_00494,Product Ball 808,Textiles,3334.05
PROD_00495,Product Goal 173,Aerospace,950.79
PROD_00496,Product Line 428,Automotive,4019.1
PROD_00497,Product When 528,Electronics,575.13
PROD_00498,Product Every 966,Pharma,3167.15
PROD_00499,Product Rule 286,Pharma,3184.4
PROD_00500,Product Pattern 910,Automotive,4743.33
PROD_00501,Product Wonder 673,Aerospace,3663.45
PROD_00502,Product Responsibility 155,Electronics,1873.34
PROD_00503,Product Camera 165,Electronics,1222.6
PROD_00504,Product Knowledge 130,Energy,4874.39
PROD_00505,Product Throw 333,Energy,1818.67
PROD_00506,Product Mention 213,Electronics,3865.24
PROD_00507,Product Audience 752,Energy,1684.1
PROD_00508,Product Land 803,Electronics,1826.59
PROD_00509,Product Upon 230,Automotive,4436.26
PROD_00510,Product Full 987,Automotive,1388.18
PROD_00511,Product Lead 911,Electronics,4174.56
PROD_00512,Product Marriage 663,Energy,2170.85
PROD_00513,Product Appear 803,Textiles,3945.15
PROD_00514,Product Republican 859,Automotive,2492.37
PROD_00515,Product Parent 885,Textiles,1977.38
PROD_00516,Product Never 578,Electronics,3320.66
PROD_00517,Product Way 674,Electronics,1981.81
PROD_00518,Product Law 110,Textiles,359.7
PROD_00519,Product Law 451,Aerospace,4393.14
PROD_00520,Product Mind 828,Textiles,1519.85
PROD_00521,Product Task 463,Electronics,531.74
PROD_00522,Product Then 334,Automotive,2803.18
PROD_00523,Product Office 382,Electronics,4155.79
PROD_00524,Product Nor 863,Electronics,3331.15
PROD_00525,Product Girl 842,Pharma,299.44
PROD_00526,Product By 735,Electronics,1439.74
PROD_00527,Product Sign 628,Energy,4451.09
PROD_00528,Product Large 936,Automotive,1674.26
PROD_00529,Product Oil 203,Textiles,1031.73
PROD_00530,Product Could 249,Pharma,2222.91
PROD_00531,Product Agency 459,Aerospace,1855.7
PROD_00532,Product Defense 258,Pharma,3290.22
PROD_00533,Product Onto 182,Electronics,1315.97
PROD_00534,Product Word 366,Electronics,1538.33
PROD_00535,Product Themselves 665,Electronics,777.82
PROD_00536,Product Hold 849,Energy,2874.99
PROD_00537,Product Child 994,Textiles,1912.6
PROD_00538,Product Real 812,Automotive,1706.92
PROD_00539,Product Name 751,Automotive,2411.44
PROD_00540,Product History 649,Automotive,4262.76
PROD_00541,Product Management 843,Aerospace,4757.21
PROD_00542,Product Population 519,Energy,2776.25
PROD_00543,Product Firm 517,Electronics,3607.76
PROD_00544,Product System 519,Energy,1415.05
PROD_00545,Product As 873,Textiles,2602.56
PROD_00546,Product Attorney 968,Pharma,2251.47
PROD_00547,Product True 721,Automotive,4402.98
PROD_00548,Product Traditional 734,Pharma,2509.07
PROD_00549,Product Green 781,Energy,2201.87
PROD_00550,Product Yourself 678,Electronics,984.09
PROD_00551,Product Wide 747,Automotive,3012.45
PROD_00552,Product Fight 358,Pharma,4111.71
PROD_00553,Product Worker 763,Energy,1349.51
PROD_00554,Product Scene 322,Electronics,2368.19
PROD_00555,Product Because 811,Energy,1613.8
PROD_00556,Product Reflect 565,Energy,1384.94
PROD_00557,Product Hold 710,Aerospace,3625.56
PROD_00558,Product Yard 852,Automotive,4064.46
PROD_00559,Product Affect 339,Electronics,2453.54
PROD_00560,Product Inside 996,Textiles,661.14
PROD_00561,Product My 903,Pharma,3312.55
PROD_00562,Product Still 943,Pharma,4611.25
PROD_00563,Product Pay 132,Aerospace,4994.46
PROD_00564,Product Onto 253,Energy,2167.41
PROD_00565,Product Grow 959,Electronics,4992.83
PROD_00566,Product Behind 619,Automotive,2278.42
PROD_00567,Product Born 955,Energy,4998.62
PROD_00568,Product Of 132,Energy,456.27
PROD_00569,Product On 659,Aerospace,3042.39
PROD_00570,Product Put 199,Aerospace,3275.07
PROD_00571,Product Benefit 324,Textiles,2687.37
PROD_00572,Product Be 215,Electronics,315.34
